,date,The Rolling Stones,Alphabet
0,2015-01-04,8,45
1,2015-01-11,11,59
2,2015-01-18,15,59
3,2015-01-25,16,53
4,2015-02-01,17,48
5,2015-02-08,16,43
6,2015-02-15,14,41
7,2015-02-22,16,50
8,2015-03-01,18,53
9,2015-03-08,24,65
10,2015-03-15,45,56
11,2015-03-22,24,56
12,2015-03-29,77,41
13,2015-04-05,69,41
14,2015-04-12,49,49
15,2015-04-19,33,47
16,2015-04-26,21,46
17,2015-05-03,31,41
18,2015-05-10,32,42
19,2015-05-17,37,52
20,2015-05-24,56,43
21,2015-05-31,62,40
22,2015-06-07,82,45
23,2015-06-14,88,30
24,2015-06-21,44,35
25,2015-06-28,58,41
26,2015-07-05,34,57
27,2015-07-12,35,40
28,2015-07-19,25,53
29,2015-07-26,16,32
30,2015-08-02,9,45
31,2015-08-09,16,100
32,2015-08-16,8,65
33,2015-08-23,24,92
34,2015-08-30,13,82
35,2015-09-06,13,63
36,2015-09-13,21,84
37,2015-09-20,9,60
38,2015-09-27,17,84
39,2015-10-04,12,73
40,2015-10-11,12,65
41,2015-10-18,17,86
42,2015-10-25,13,79
43,2015-11-01,31,65
44,2015-11-08,6,75
45,2015-11-15,19,69
46,2015-11-22,4,42
47,2015-11-29,15,53
48,2015-12-06,18,33
49,2015-12-13,23,60
50,2015-12-20,18,27
51,2015-12-27,14,55
52,2016-01-03,7,50
53,2016-01-10,13,47
54,2016-01-17,22,50
55,2016-01-24,21,62
56,2016-01-31,22,62
57,2016-02-07,20,53
58,2016-02-14,21,50
59,2016-02-21,8,41
60,2016-02-28,11,53
61,2016-03-06,12,52
62,2016-03-13,23,51
63,2016-03-20,20,36
64,2016-03-27,17,47
65,2016-04-03,13,40
66,2016-04-10,11,45
67,2016-04-17,20,46
68,2016-04-24,26,49
69,2016-05-01,15,32
70,2016-05-08,16,37
71,2016-05-15,15,58
72,2016-05-22,16,53
73,2016-05-29,9,47
74,2016-06-05,4,35
75,2016-06-12,22,48
76,2016-06-19,13,47
77,2016-06-26,20,44
78,2016-07-03,15,42
79,2016-07-10,24,41
80,2016-07-17,8,58
81,2016-07-24,16,40
82,2016-07-31,16,43
83,2016-08-07,18,55
84,2016-08-14,11,57
85,2016-08-21,4,79
86,2016-08-28,19,61
87,2016-09-04,13,48
88,2016-09-11,13,57
89,2016-09-18,21,60
90,2016-09-25,20,55
91,2016-10-02,17,57
92,2016-10-09,25,61
93,2016-10-16,17,53
94,2016-10-23,10,47
95,2016-10-30,16,54
96,2016-11-06,19,46
97,2016-11-13,22,44
98,2016-11-20,13,42
99,2016-11-27,10,44
100,2016-12-04,19,53
101,2016-12-11,12,65
102,2016-12-18,12,34
103,2016-12-25,17,46
104,2017-01-01,9,44
105,2017-01-08,15,42
106,2017-01-15,12,50
107,2017-01-22,14,56
108,2017-01-29,13,52
109,2017-02-05,17,52
110,2017-02-12,19,51
111,2017-02-19,18,48
112,2017-02-26,15,55
113,2017-03-05,12,54
114,2017-03-12,13,49
115,2017-03-19,14,56
116,2017-03-26,22,50
117,2017-04-02,11,45
118,2017-04-09,12,46
119,2017-04-16,18,44
120,2017-04-23,17,59
121,2017-04-30,14,49
122,2017-05-07,17,40
123,2017-05-14,13,47
124,2017-05-21,17,40
125,2017-05-28,3,56
126,2017-06-04,16,42
127,2017-06-11,13,33
128,2017-06-18,17,46
129,2017-06-25,9,38
130,2017-07-02,8,24
131,2017-07-09,15,33
132,2017-07-16,18,38
133,2017-07-23,19,40
134,2017-07-30,11,43
135,2017-08-06,13,47
136,2017-08-13,16,57
137,2017-08-20,17,71
138,2017-08-27,11,57
139,2017-09-03,9,60
140,2017-09-10,24,68
141,2017-09-17,23,68
142,2017-09-24,10,72
143,2017-10-01,17,62
144,2017-10-08,19,44
145,2017-10-15,7,60
146,2017-10-22,15,55
147,2017-10-29,14,67
148,2017-11-05,12,60
149,2017-11-12,11,58
150,2017-11-19,10,59
151,2017-11-26,16,55
152,2017-12-03,10,54
153,2017-12-10,20,63
154,2017-12-17,17,48
155,2017-12-24,17,38
156,2017-12-31,11,51
157,2018-01-07,10,57
158,2018-01-14,13,44
159,2018-01-21,17,59
160,2018-01-28,9,61
161,2018-02-04,21,58
162,2018-02-11,19,53
163,2018-02-18,12,57
164,2018-02-25,22,61
165,2018-03-04,11,60
166,2018-03-11,13,48
167,2018-03-18,15,53
168,2018-03-25,12,47
169,2018-04-01,15,46
170,2018-04-08,18,60
171,2018-04-15,14,52
172,2018-04-22,22,69
173,2018-04-29,13,49
174,2018-05-06,10,67
175,2018-05-13,24,38
176,2018-05-20,20,48
177,2018-05-27,22,43
178,2018-06-03,17,41
179,2018-06-10,18,41
180,2018-06-17,14,43
181,2018-06-24,9,43
182,2018-07-01,22,47
183,2018-07-08,14,39
184,2018-07-15,15,40
185,2018-07-22,23,51
186,2018-07-29,11,51
187,2018-08-05,22,47
188,2018-08-12,25,59
189,2018-08-19,16,73
190,2018-08-26,14,73
191,2018-09-02,18,65
192,2018-09-09,14,61
193,2018-09-16,12,74
194,2018-09-23,18,67
195,2018-09-30,13,61
196,2018-10-07,15,70
197,2018-10-14,13,52
198,2018-10-21,7,74
199,2018-10-28,16,65
200,2018-11-04,23,59
201,2018-11-11,17,60
202,2018-11-18,35,43
203,2018-11-25,34,53
204,2018-12-02,18,64
205,2018-12-09,26,59
206,2018-12-16,19,53
207,2018-12-23,43,46
208,2018-12-30,19,53
209,2019-01-06,14,57
210,2019-01-13,14,48
211,2019-01-20,15,58
212,2019-01-27,14,51
213,2019-02-03,12,55
214,2019-02-10,19,56
215,2019-02-17,9,58
216,2019-02-24,12,53
217,2019-03-03,17,49
218,2019-03-10,20,55
219,2019-03-17,17,49
