,date,The Rolling Stones,Alphabet
0,2015-01-04,5,27
1,2015-01-11,6,24
2,2015-01-18,7,26
3,2015-01-25,5,26
4,2015-02-01,6,29
5,2015-02-08,9,28
6,2015-02-15,6,24
7,2015-02-22,6,26
8,2015-03-01,6,26
9,2015-03-08,7,26
10,2015-03-15,24,24
11,2015-03-22,13,22
12,2015-03-29,53,24
13,2015-04-05,46,21
14,2015-04-12,39,25
15,2015-04-19,17,26
16,2015-04-26,17,24
17,2015-05-03,19,23
18,2015-05-10,17,22
19,2015-05-17,28,23
20,2015-05-24,100,20
21,2015-05-31,76,22
22,2015-06-07,18,19
23,2015-06-14,23,17
24,2015-06-21,24,18
25,2015-06-28,16,23
26,2015-07-05,21,18
27,2015-07-12,10,16
28,2015-07-19,12,18
29,2015-07-26,7,20
30,2015-08-02,9,17
31,2015-08-09,10,49
32,2015-08-16,7,35
33,2015-08-23,8,36
34,2015-08-30,6,38
35,2015-09-06,6,29
36,2015-09-13,6,31
37,2015-09-20,8,31
38,2015-09-27,4,29
39,2015-10-04,6,35
40,2015-10-11,5,32
41,2015-10-18,7,31
42,2015-10-25,7,27
43,2015-11-01,7,30
44,2015-11-08,6,32
45,2015-11-15,9,31
46,2015-11-22,7,25
47,2015-11-29,7,28
48,2015-12-06,8,32
49,2015-12-13,7,27
50,2015-12-20,9,21
51,2015-12-27,7,17
52,2016-01-03,5,21
53,2016-01-10,8,24
54,2016-01-17,6,23
55,2016-01-24,7,25
56,2016-01-31,8,29
57,2016-02-07,10,25
58,2016-02-14,9,26
59,2016-02-21,8,24
60,2016-02-28,8,24
61,2016-03-06,8,25
62,2016-03-13,7,22
63,2016-03-20,9,22
64,2016-03-27,6,23
65,2016-04-03,7,23
66,2016-04-10,8,24
67,2016-04-17,8,20
68,2016-04-24,7,24
69,2016-05-01,10,21
70,2016-05-08,8,20
71,2016-05-15,8,21
72,2016-05-22,7,23
73,2016-05-29,6,17
74,2016-06-05,8,18
75,2016-06-12,6,17
76,2016-06-19,6,16
77,2016-06-26,6,15
78,2016-07-03,6,16
79,2016-07-10,7,18
80,2016-07-17,8,17
81,2016-07-24,6,19
82,2016-07-31,7,21
83,2016-08-07,6,20
84,2016-08-14,5,23
85,2016-08-21,7,32
86,2016-08-28,7,33
87,2016-09-04,7,32
88,2016-09-11,6,28
89,2016-09-18,5,26
90,2016-09-25,7,23
91,2016-10-02,8,23
92,2016-10-09,8,23
93,2016-10-16,8,25
94,2016-10-23,7,26
95,2016-10-30,6,24
96,2016-11-06,8,23
97,2016-11-13,8,25
98,2016-11-20,7,23
99,2016-11-27,8,22
100,2016-12-04,13,26
101,2016-12-11,6,23
102,2016-12-18,6,24
103,2016-12-25,6,17
104,2017-01-01,7,23
105,2017-01-08,6,22
106,2017-01-15,6,21
107,2017-01-22,7,24
108,2017-01-29,7,26
109,2017-02-05,8,24
110,2017-02-12,11,27
111,2017-02-19,7,22
112,2017-02-26,6,25
113,2017-03-05,6,24
114,2017-03-12,6,24
115,2017-03-19,6,22
116,2017-03-26,8,22
117,2017-04-02,6,22
118,2017-04-09,6,19
119,2017-04-16,7,22
120,2017-04-23,8,23
121,2017-04-30,7,21
122,2017-05-07,6,24
123,2017-05-14,5,23
124,2017-05-21,6,22
125,2017-05-28,5,22
126,2017-06-04,7,19
127,2017-06-11,8,19
128,2017-06-18,6,20
129,2017-06-25,8,18
130,2017-07-02,9,17
131,2017-07-09,7,16
132,2017-07-16,6,17
133,2017-07-23,7,18
134,2017-07-30,6,19
135,2017-08-06,6,16
136,2017-08-13,7,22
137,2017-08-20,6,33
138,2017-08-27,5,29
139,2017-09-03,6,26
140,2017-09-10,6,28
141,2017-09-17,7,28
142,2017-09-24,6,23
143,2017-10-01,6,23
144,2017-10-08,7,29
145,2017-10-15,6,27
146,2017-10-22,7,28
147,2017-10-29,5,24
148,2017-11-05,6,24
149,2017-11-12,5,27
150,2017-11-19,5,22
151,2017-11-26,4,25
152,2017-12-03,5,24
153,2017-12-10,5,24
154,2017-12-17,6,22
155,2017-12-24,7,17
156,2017-12-31,5,19
157,2018-01-07,6,23
158,2018-01-14,4,22
159,2018-01-21,6,26
160,2018-01-28,6,26
161,2018-02-04,6,27
162,2018-02-11,6,25
163,2018-02-18,7,24
164,2018-02-25,7,26
165,2018-03-04,9,25
166,2018-03-11,9,27
167,2018-03-18,6,26
168,2018-03-25,8,20
169,2018-04-01,5,21
170,2018-04-08,8,21
171,2018-04-15,9,25
172,2018-04-22,6,23
173,2018-04-29,8,24
174,2018-05-06,8,21
175,2018-05-13,8,21
176,2018-05-20,9,21
177,2018-05-27,6,19
178,2018-06-03,7,17
179,2018-06-10,7,19
180,2018-06-17,7,21
181,2018-06-24,10,20
182,2018-07-01,8,17
183,2018-07-08,9,17
184,2018-07-15,7,17
185,2018-07-22,6,15
186,2018-07-29,7,17
187,2018-08-05,6,18
188,2018-08-12,8,21
189,2018-08-19,6,27
190,2018-08-26,6,34
191,2018-09-02,6,23
192,2018-09-09,9,29
193,2018-09-16,7,25
194,2018-09-23,6,25
195,2018-09-30,5,27
196,2018-10-07,7,23
197,2018-10-14,6,28
198,2018-10-21,6,28
199,2018-10-28,6,24
200,2018-11-04,5,26
201,2018-11-11,6,24
202,2018-11-18,17,22
203,2018-11-25,18,24
204,2018-12-02,10,23
205,2018-12-09,10,25
206,2018-12-16,8,24
207,2018-12-23,8,17
208,2018-12-30,11,22
209,2019-01-06,8,23
210,2019-01-13,7,23
211,2019-01-20,7,25
212,2019-01-27,8,26
213,2019-02-03,9,26
214,2019-02-10,7,23
215,2019-02-17,7,24
216,2019-02-24,7,26
217,2019-03-03,7,27
218,2019-03-10,7,20
219,2019-03-17,6,23
220,2019-03-24,11,20
221,2019-03-31,16,24
222,2019-04-07,8,23
223,2019-04-14,9,22
224,2019-04-21,9,21
225,2019-04-28,8,22
226,2019-05-05,8,22
227,2019-05-12,11,21
228,2019-05-19,9,23
229,2019-05-26,9,19
230,2019-06-02,8,25
231,2019-06-09,9,17
232,2019-06-16,13,21
233,2019-06-23,16,16
234,2019-06-30,12,16
235,2019-07-07,9,17
236,2019-07-14,10,20
237,2019-07-21,12,16
238,2019-07-28,10,19
239,2019-08-04,10,17
240,2019-08-11,8,21
241,2019-08-18,9,24
242,2019-08-25,9,29
243,2019-09-01,7,27
244,2019-09-08,6,27
245,2019-09-15,5,29
246,2019-09-22,5,27
247,2019-09-29,6,24
248,2019-10-06,5,27
249,2019-10-13,7,25
250,2019-10-20,6,28
251,2019-10-27,5,28
252,2019-11-03,6,27
253,2019-11-10,6,28
254,2019-11-17,6,27
255,2019-11-24,6,19
256,2019-12-01,7,26
257,2019-12-08,6,23
258,2019-12-15,7,22
259,2019-12-22,7,20
260,2019-12-29,6,19
