,date,Pink,Alphabet
0,2015-01-04,12,63
1,2015-01-11,12,66
2,2015-01-18,12,62
3,2015-01-25,10,72
4,2015-02-01,13,65
5,2015-02-08,12,57
6,2015-02-15,12,61
7,2015-02-22,12,60
8,2015-03-01,10,61
9,2015-03-08,10,62
10,2015-03-15,10,67
11,2015-03-22,14,60
12,2015-03-29,13,56
13,2015-04-05,11,58
14,2015-04-12,23,57
15,2015-04-19,12,55
16,2015-04-26,9,61
17,2015-05-03,10,60
18,2015-05-10,10,66
19,2015-05-17,11,54
20,2015-05-24,10,54
21,2015-05-31,8,52
22,2015-06-07,10,53
23,2015-06-14,10,50
24,2015-06-21,11,49
25,2015-06-28,8,49
26,2015-07-05,8,48
27,2015-07-12,10,45
28,2015-07-19,9,44
29,2015-07-26,9,50
30,2015-08-02,12,44
31,2015-08-09,13,100
32,2015-08-16,12,69
33,2015-08-23,12,85
34,2015-08-30,13,94
35,2015-09-06,18,77
36,2015-09-13,14,75
37,2015-09-20,10,79
38,2015-09-27,12,76
39,2015-10-04,10,72
40,2015-10-11,11,64
41,2015-10-18,11,75
42,2015-10-25,9,62
43,2015-11-01,9,67
44,2015-11-08,8,63
45,2015-11-15,10,62
46,2015-11-22,11,51
47,2015-11-29,12,55
48,2015-12-06,8,58
49,2015-12-13,11,54
50,2015-12-20,11,49
51,2015-12-27,11,47
52,2016-01-03,8,51
53,2016-01-10,10,51
54,2016-01-17,9,56
55,2016-01-24,9,58
56,2016-01-31,12,71
57,2016-02-07,12,57
58,2016-02-14,12,65
59,2016-02-21,7,60
60,2016-02-28,13,54
61,2016-03-06,15,49
62,2016-03-13,10,43
63,2016-03-20,8,57
64,2016-03-27,9,54
65,2016-04-03,10,59
66,2016-04-10,12,63
67,2016-04-17,12,55
68,2016-04-24,16,52
69,2016-05-01,18,53
70,2016-05-08,16,56
71,2016-05-15,22,60
72,2016-05-22,35,53
73,2016-05-29,20,48
74,2016-06-05,18,47
75,2016-06-12,17,49
76,2016-06-19,16,56
77,2016-06-26,12,53
78,2016-07-03,15,46
79,2016-07-10,18,47
80,2016-07-17,20,49
81,2016-07-24,21,46
82,2016-07-31,19,63
83,2016-08-07,15,47
84,2016-08-14,15,60
85,2016-08-21,15,84
86,2016-08-28,11,91
87,2016-09-04,12,71
88,2016-09-11,12,73
89,2016-09-18,11,67
90,2016-09-25,12,64
91,2016-10-02,13,63
92,2016-10-09,11,56
93,2016-10-16,12,60
94,2016-10-23,11,62
95,2016-10-30,12,58
96,2016-11-06,10,53
97,2016-11-13,19,59
98,2016-11-20,12,46
99,2016-11-27,11,56
100,2016-12-04,8,56
101,2016-12-11,12,55
102,2016-12-18,11,53
103,2016-12-25,17,45
104,2017-01-01,13,55
105,2017-01-08,11,52
106,2017-01-15,10,57
107,2017-01-22,10,66
108,2017-01-29,9,57
109,2017-02-05,11,52
110,2017-02-12,12,58
111,2017-02-19,9,59
112,2017-02-26,9,59
113,2017-03-05,10,59
114,2017-03-12,11,45
115,2017-03-19,11,55
116,2017-03-26,9,54
117,2017-04-02,10,52
118,2017-04-09,12,52
119,2017-04-16,10,54
120,2017-04-23,10,58
121,2017-04-30,9,54
122,2017-05-07,10,57
123,2017-05-14,12,65
124,2017-05-21,9,61
125,2017-05-28,10,60
126,2017-06-04,9,57
127,2017-06-11,9,49
128,2017-06-18,11,54
129,2017-06-25,9,45
130,2017-07-02,8,47
131,2017-07-09,11,44
132,2017-07-16,13,44
133,2017-07-23,13,44
134,2017-07-30,8,44
135,2017-08-06,12,49
136,2017-08-13,14,57
137,2017-08-20,16,67
138,2017-08-27,46,67
139,2017-09-03,18,63
140,2017-09-10,16,73
141,2017-09-17,15,75
142,2017-09-24,17,71
143,2017-10-01,29,66
144,2017-10-08,56,65
145,2017-10-15,50,68
146,2017-10-22,25,66
147,2017-10-29,25,58
148,2017-11-05,40,66
149,2017-11-12,28,63
150,2017-11-19,51,52
151,2017-11-26,19,59
152,2017-12-03,26,59
153,2017-12-10,19,57
154,2017-12-17,21,50
155,2017-12-24,22,47
156,2017-12-31,18,47
157,2018-01-07,24,66
158,2018-01-14,23,55
159,2018-01-21,20,62
160,2018-01-28,44,60
161,2018-02-04,92,78
162,2018-02-11,24,63
163,2018-02-18,34,58
164,2018-02-25,56,66
165,2018-03-04,53,58
166,2018-03-11,32,50
167,2018-03-18,30,62
168,2018-03-25,31,54
169,2018-04-01,26,61
170,2018-04-08,26,60
171,2018-04-15,29,56
172,2018-04-22,82,64
173,2018-04-29,91,59
174,2018-05-06,42,59
175,2018-05-13,31,59
