,date,Pink,Alphabet
0,2015-01-04,8,30
1,2015-01-11,13,50
2,2015-01-18,5,42
3,2015-01-25,0,36
4,2015-02-01,9,37
5,2015-02-08,6,34
6,2015-02-15,4,34
7,2015-02-22,6,29
8,2015-03-01,15,37
9,2015-03-08,3,33
10,2015-03-15,3,43
11,2015-03-22,12,20
12,2015-03-29,5,12
13,2015-04-05,6,32
14,2015-04-12,16,40
15,2015-04-19,12,35
16,2015-04-26,4,29
17,2015-05-03,9,34
18,2015-05-10,9,36
19,2015-05-17,8,39
20,2015-05-24,4,41
21,2015-05-31,3,17
22,2015-06-07,16,28
23,2015-06-14,5,29
24,2015-06-21,8,34
25,2015-06-28,6,31
26,2015-07-05,11,30
27,2015-07-12,8,25
28,2015-07-19,3,39
29,2015-07-26,14,36
30,2015-08-02,9,30
31,2015-08-09,5,71
32,2015-08-16,11,68
33,2015-08-23,8,42
34,2015-08-30,8,60
35,2015-09-06,7,51
36,2015-09-13,6,50
37,2015-09-20,5,62
38,2015-09-27,15,47
39,2015-10-04,6,51
40,2015-10-11,5,43
41,2015-10-18,4,41
42,2015-10-25,4,58
43,2015-11-01,7,33
44,2015-11-08,0,49
45,2015-11-15,0,56
46,2015-11-22,15,24
47,2015-11-29,7,42
48,2015-12-06,3,36
49,2015-12-13,5,34
50,2015-12-20,5,30
51,2015-12-27,8,24
52,2016-01-03,5,38
53,2016-01-10,7,22
54,2016-01-17,13,38
55,2016-01-24,6,43
56,2016-01-31,6,43
57,2016-02-07,8,25
58,2016-02-14,5,41
59,2016-02-21,9,35
60,2016-02-28,4,34
61,2016-03-06,12,31
62,2016-03-13,5,32
63,2016-03-20,6,33
64,2016-03-27,4,32
65,2016-04-03,6,34
66,2016-04-10,10,34
67,2016-04-17,8,31
68,2016-04-24,9,33
69,2016-05-01,15,28
70,2016-05-08,9,32
71,2016-05-15,10,28
72,2016-05-22,18,27
73,2016-05-29,18,24
74,2016-06-05,12,31
75,2016-06-12,11,25
76,2016-06-19,14,26
77,2016-06-26,10,32
78,2016-07-03,19,24
79,2016-07-10,16,29
80,2016-07-17,6,34
81,2016-07-24,10,27
82,2016-07-31,11,40
83,2016-08-07,6,40
84,2016-08-14,3,60
85,2016-08-21,12,54
86,2016-08-28,6,47
87,2016-09-04,7,28
88,2016-09-11,3,46
89,2016-09-18,8,41
90,2016-09-25,4,38
91,2016-10-02,8,33
92,2016-10-09,8,40
93,2016-10-16,9,38
94,2016-10-23,9,35
95,2016-10-30,8,39
96,2016-11-06,14,29
97,2016-11-13,12,39
98,2016-11-20,11,30
99,2016-11-27,8,40
100,2016-12-04,9,31
101,2016-12-11,3,26
102,2016-12-18,9,24
103,2016-12-25,11,26
104,2017-01-01,7,31
105,2017-01-08,3,33
106,2017-01-15,4,41
107,2017-01-22,8,38
108,2017-01-29,6,39
109,2017-02-05,8,40
110,2017-02-12,3,35
111,2017-02-19,6,37
112,2017-02-26,3,22
113,2017-03-05,7,36
114,2017-03-12,8,33
115,2017-03-19,6,31
116,2017-03-26,5,32
117,2017-04-02,11,33
118,2017-04-09,4,26
119,2017-04-16,6,36
120,2017-04-23,0,44
121,2017-04-30,4,35
122,2017-05-07,3,33
123,2017-05-14,4,37
124,2017-05-21,8,31
125,2017-05-28,5,31
126,2017-06-04,5,38
127,2017-06-11,7,26
128,2017-06-18,3,32
129,2017-06-25,11,31
130,2017-07-02,6,35
131,2017-07-09,10,25
132,2017-07-16,0,31
133,2017-07-23,4,18
134,2017-07-30,4,31
135,2017-08-06,6,36
136,2017-08-13,10,48
137,2017-08-20,16,51
138,2017-08-27,34,32
139,2017-09-03,11,41
140,2017-09-10,6,40
141,2017-09-17,9,32
142,2017-09-24,10,47
143,2017-10-01,17,38
144,2017-10-08,28,40
145,2017-10-15,24,37
146,2017-10-22,13,43
147,2017-10-29,13,37
148,2017-11-05,19,35
149,2017-11-12,13,37
150,2017-11-19,26,22
151,2017-11-26,15,39
152,2017-12-03,8,35
153,2017-12-10,15,33
154,2017-12-17,16,33
155,2017-12-24,14,24
156,2017-12-31,14,36
157,2018-01-07,13,39
158,2018-01-14,13,19
159,2018-01-21,9,39
160,2018-01-28,32,39
161,2018-02-04,57,41
162,2018-02-11,8,29
163,2018-02-18,18,38
164,2018-02-25,31,38
165,2018-03-04,23,43
166,2018-03-11,12,39
167,2018-03-18,20,33
168,2018-03-25,16,31
169,2018-04-01,18,30
170,2018-04-08,18,37
171,2018-04-15,15,36
172,2018-04-22,35,31
173,2018-04-29,42,28
174,2018-05-06,44,36
175,2018-05-13,19,34
176,2018-05-20,10,25
177,2018-05-27,14,22
178,2018-06-03,21,22
179,2018-06-10,16,24
180,2018-06-17,14,25
181,2018-06-24,15,29
182,2018-07-01,18,26
183,2018-07-08,20,26
184,2018-07-15,14,24
185,2018-07-22,10,27
186,2018-07-29,17,33
187,2018-08-05,15,37
188,2018-08-12,11,53
189,2018-08-19,19,56
190,2018-08-26,8,42
191,2018-09-02,10,42
192,2018-09-09,9,47
193,2018-09-16,11,51
194,2018-09-23,7,45
195,2018-09-30,8,42
196,2018-10-07,10,38
197,2018-10-14,5,25
198,2018-10-21,12,43
199,2018-10-28,12,39
200,2018-11-04,12,37
201,2018-11-11,14,32
202,2018-11-18,10,26
203,2018-11-25,11,35
204,2018-12-02,7,31
205,2018-12-09,14,28
206,2018-12-16,16,32
207,2018-12-23,15,16
208,2018-12-30,13,34
209,2019-01-06,7,39
210,2019-01-13,19,38
211,2019-01-20,18,34
212,2019-01-27,13,33
213,2019-02-03,19,41
214,2019-02-10,20,41
215,2019-02-17,13,26
216,2019-02-24,16,26
217,2019-03-03,24,24
218,2019-03-10,58,36
219,2019-03-17,100,34
220,2019-03-24,41,33
221,2019-03-31,22,32
222,2019-04-07,11,38
223,2019-04-14,14,22
224,2019-04-21,21,23
225,2019-04-28,16,40
226,2019-05-05,22,31
227,2019-05-12,12,27
228,2019-05-19,19,25
229,2019-05-26,19,24
230,2019-06-02,29,32
231,2019-06-09,16,24
232,2019-06-16,35,23
233,2019-06-23,23,30
234,2019-06-30,16,25
235,2019-07-07,13,25
236,2019-07-14,15,24
237,2019-07-21,24,31
238,2019-07-28,14,32
239,2019-08-04,27,20
240,2019-08-11,22,45
241,2019-08-18,11,51
242,2019-08-25,15,45
243,2019-09-01,16,38
