,date,Ed Sheeran,Alphabet
0,2015-01-04,21,12
1,2015-01-11,20,15
2,2015-01-18,20,16
3,2015-01-25,21,13
4,2015-02-01,21,11
5,2015-02-08,93,16
6,2015-02-15,43,9
7,2015-02-22,88,13
8,2015-03-01,26,14
9,2015-03-08,25,18
10,2015-03-15,23,13
11,2015-03-22,25,10
12,2015-03-29,16,8
13,2015-04-05,17,10
14,2015-04-12,21,16
15,2015-04-19,14,6
16,2015-04-26,16,12
17,2015-05-03,20,10
18,2015-05-10,23,7
19,2015-05-17,35,14
20,2015-05-24,100,12
21,2015-05-31,24,13
22,2015-06-07,11,12
23,2015-06-14,11,12
24,2015-06-21,13,8
25,2015-06-28,16,7
26,2015-07-05,10,11
27,2015-07-12,16,12
28,2015-07-19,19,7
29,2015-07-26,15,13
30,2015-08-02,11,8
31,2015-08-09,11,13
32,2015-08-16,27,15
33,2015-08-23,8,17
34,2015-08-30,12,19
35,2015-09-06,12,11
36,2015-09-13,11,11
37,2015-09-20,16,15
38,2015-09-27,13,16
39,2015-10-04,14,11
40,2015-10-11,8,18
41,2015-10-18,8,16
42,2015-10-25,11,12
43,2015-11-01,9,11
44,2015-11-08,18,14
45,2015-11-15,10,14
46,2015-11-22,16,15
47,2015-11-29,0,15
48,2015-12-06,8,19
49,2015-12-13,8,13
50,2015-12-20,7,13
51,2015-12-27,10,12
52,2016-01-03,5,10
53,2016-01-10,4,7
54,2016-01-17,2,12
55,2016-01-24,7,16
56,2016-01-31,10,18
57,2016-02-07,10,11
58,2016-02-14,8,10
59,2016-02-21,12,15
60,2016-02-28,4,14
61,2016-03-06,4,4
62,2016-03-13,2,15
63,2016-03-20,0,12
64,2016-03-27,11,11
65,2016-04-03,0,14
66,2016-04-10,5,11
67,2016-04-17,3,8
68,2016-04-24,4,9
69,2016-05-01,5,9
70,2016-05-08,0,13
71,2016-05-15,5,9
72,2016-05-22,0,13
73,2016-05-29,7,16
74,2016-06-05,7,12
75,2016-06-12,7,8
76,2016-06-19,2,12
77,2016-06-26,4,13
78,2016-07-03,0,7
79,2016-07-10,0,9
80,2016-07-17,5,7
81,2016-07-24,5,12
82,2016-07-31,3,11
83,2016-08-07,5,9
84,2016-08-14,0,12
85,2016-08-21,2,12
86,2016-08-28,2,6
87,2016-09-04,4,17
88,2016-09-11,0,13
89,2016-09-18,5,13
90,2016-09-25,7,11
91,2016-10-02,4,11
