,date,Coldplay,Alphabet
0,2015-01-04,7,16
1,2015-01-11,7,14
2,2015-01-18,8,13
3,2015-01-25,7,13
4,2015-02-01,7,15
5,2015-02-08,6,13
6,2015-02-15,7,13
7,2015-02-22,6,14
8,2015-03-01,5,14
9,2015-03-08,6,15
10,2015-03-15,5,14
11,2015-03-22,6,13
12,2015-03-29,6,13
13,2015-04-05,6,14
14,2015-04-12,5,13
15,2015-04-19,6,15
16,2015-04-26,6,13
17,2015-05-03,5,13
18,2015-05-10,7,13
19,2015-05-17,6,13
20,2015-05-24,8,15
21,2015-05-31,6,15
22,2015-06-07,7,12
23,2015-06-14,6,12
24,2015-06-21,4,14
25,2015-06-28,3,17
26,2015-07-05,7,20
27,2015-07-12,6,17
28,2015-07-19,4,18
29,2015-07-26,5,16
30,2015-08-02,4,17
31,2015-08-09,4,45
32,2015-08-16,5,23
33,2015-08-23,5,26
34,2015-08-30,4,32
35,2015-09-06,6,29
36,2015-09-13,5,31
37,2015-09-20,5,29
38,2015-09-27,5,27
39,2015-10-04,4,30
40,2015-10-11,6,25
41,2015-10-18,5,28
42,2015-10-25,5,26
43,2015-11-01,9,26
44,2015-11-08,5,23
45,2015-11-15,8,25
46,2015-11-22,15,19
47,2015-11-29,20,25
48,2015-12-06,17,25
49,2015-12-13,12,22
50,2015-12-20,7,17
51,2015-12-27,9,15
52,2016-01-03,9,21
53,2016-01-10,8,20
54,2016-01-17,7,22
55,2016-01-24,14,19
56,2016-01-31,25,28
57,2016-02-07,100,22
58,2016-02-14,14,24
59,2016-02-21,12,26
60,2016-02-28,8,21
61,2016-03-06,7,18
62,2016-03-13,8,20
63,2016-03-20,6,23
64,2016-03-27,7,20
65,2016-04-03,9,20
66,2016-04-10,7,24
67,2016-04-17,7,21
68,2016-04-24,8,21
69,2016-05-01,7,19
70,2016-05-08,6,19
71,2016-05-15,7,20
72,2016-05-22,6,20
73,2016-05-29,4,19
74,2016-06-05,6,19
75,2016-06-12,6,19
76,2016-06-19,8,17
77,2016-06-26,5,15
78,2016-07-03,7,15
79,2016-07-10,6,15
80,2016-07-17,11,16
81,2016-07-24,9,20
82,2016-07-31,11,21
83,2016-08-07,10,18
84,2016-08-14,6,17
85,2016-08-21,8,24
86,2016-08-28,8,27
87,2016-09-04,7,26
88,2016-09-11,7,27
89,2016-09-18,4,24
90,2016-09-25,4,25
91,2016-10-02,6,23
92,2016-10-09,12,18
