,date,U2,Alphabet
0,2015-01-04,13,37
1,2015-01-11,13,39
2,2015-01-18,13,36
3,2015-01-25,12,36
4,2015-02-01,11,38
5,2015-02-08,13,39
6,2015-02-15,10,38
7,2015-02-22,12,38
8,2015-03-01,12,39
9,2015-03-08,15,38
10,2015-03-15,13,37
11,2015-03-22,11,37
12,2015-03-29,12,31
13,2015-04-05,10,30
14,2015-04-12,11,36
15,2015-04-19,10,36
16,2015-04-26,12,34
17,2015-05-03,26,32
18,2015-05-10,28,31
19,2015-05-17,18,32
20,2015-05-24,28,33
21,2015-05-31,20,33
22,2015-06-07,18,32
23,2015-06-14,15,29
24,2015-06-21,18,33
25,2015-06-28,16,28
26,2015-07-05,28,26
27,2015-07-12,48,28
28,2015-07-19,90,30
29,2015-07-26,85,32
30,2015-08-02,21,28
31,2015-08-09,13,89
32,2015-08-16,13,37
33,2015-08-23,9,31
34,2015-08-30,10,41
35,2015-09-06,12,43
36,2015-09-13,10,46
37,2015-09-20,10,43
38,2015-09-27,9,47
39,2015-10-04,10,53
40,2015-10-11,8,38
41,2015-10-18,8,46
42,2015-10-25,8,45
43,2015-11-01,8,40
44,2015-11-08,16,37
45,2015-11-15,13,41
46,2015-11-22,12,38
47,2015-11-29,9,41
48,2015-12-06,24,36
49,2015-12-13,14,40
50,2015-12-20,12,33
51,2015-12-27,10,30
52,2016-01-03,7,31
53,2016-01-10,7,36
54,2016-01-17,8,35
55,2016-01-24,8,36
56,2016-01-31,9,52
57,2016-02-07,10,37
58,2016-02-14,9,39
59,2016-02-21,9,40
60,2016-02-28,8,40
61,2016-03-06,8,37
62,2016-03-13,10,37
63,2016-03-20,9,32
64,2016-03-27,7,34
65,2016-04-03,8,36
66,2016-04-10,8,37
67,2016-04-17,9,36
68,2016-04-24,9,34
69,2016-05-01,9,35
70,2016-05-08,8,33
71,2016-05-15,8,36
72,2016-05-22,7,34
73,2016-05-29,8,31
74,2016-06-05,7,36
75,2016-06-12,7,33
76,2016-06-19,7,33
77,2016-06-26,6,32
78,2016-07-03,7,30
79,2016-07-10,7,31
80,2016-07-17,7,27
81,2016-07-24,7,34
82,2016-07-31,6,36
83,2016-08-07,8,26
84,2016-08-14,7,27
85,2016-08-21,8,32
86,2016-08-28,6,36
87,2016-09-04,7,40
88,2016-09-11,7,42
89,2016-09-18,12,47
90,2016-09-25,9,44
91,2016-10-02,8,37
92,2016-10-09,8,33
93,2016-10-16,7,37
94,2016-10-23,6,40
95,2016-10-30,5,38
96,2016-11-06,6,29
97,2016-11-13,8,34
98,2016-11-20,6,33
99,2016-11-27,7,36
100,2016-12-04,7,40
101,2016-12-11,8,35
102,2016-12-18,6,34
103,2016-12-25,9,29
104,2017-01-01,10,31
105,2017-01-08,53,30
106,2017-01-15,36,38
107,2017-01-22,18,40
108,2017-01-29,10,35
109,2017-02-05,11,35
110,2017-02-12,10,38
111,2017-02-19,11,33
112,2017-02-26,10,36
113,2017-03-05,13,36
114,2017-03-12,11,34
115,2017-03-19,11,37
116,2017-03-26,11,37
117,2017-04-02,9,35
118,2017-04-09,12,32
119,2017-04-16,11,32
120,2017-04-23,13,35
121,2017-04-30,12,35
122,2017-05-07,14,36
123,2017-05-14,24,34
124,2017-05-21,21,38
125,2017-05-28,17,35
126,2017-06-04,46,36
127,2017-06-11,36,34
128,2017-06-18,33,33
129,2017-06-25,100,32
130,2017-07-02,20,31
131,2017-07-09,16,30
132,2017-07-16,15,29
133,2017-07-23,13,33
134,2017-07-30,13,28
135,2017-08-06,10,27
136,2017-08-13,10,29
137,2017-08-20,13,29
138,2017-08-27,20,32
139,2017-09-03,57,38
140,2017-09-10,14,48
141,2017-09-17,13,41
142,2017-09-24,10,40
143,2017-10-01,9,41
144,2017-10-08,8,41
145,2017-10-15,8,44
146,2017-10-22,8,42
147,2017-10-29,18,38
148,2017-11-05,11,34
149,2017-11-12,15,39
150,2017-11-19,12,34
151,2017-11-26,17,39
152,2017-12-03,27,39
153,2017-12-10,13,38
154,2017-12-17,15,38
155,2017-12-24,11,27
156,2017-12-31,12,37
157,2018-01-07,10,35
158,2018-01-14,12,37
159,2018-01-21,9,38
