,date,Ed Sheeran,Alphabet
0,2015-01-04,33,24
1,2015-01-11,37,28
2,2015-01-18,31,28
3,2015-01-25,40,30
4,2015-02-01,37,24
5,2015-02-08,76,32
6,2015-02-15,33,28
7,2015-02-22,35,24
8,2015-03-01,36,25
9,2015-03-08,31,27
10,2015-03-15,29,16
11,2015-03-22,33,18
12,2015-03-29,22,29
13,2015-04-05,22,21
14,2015-04-12,25,25
15,2015-04-19,20,21
16,2015-04-26,22,20
17,2015-05-03,27,24
18,2015-05-10,24,24
19,2015-05-17,28,24
20,2015-05-24,29,22
21,2015-05-31,28,20
22,2015-06-07,18,22
23,2015-06-14,30,18
24,2015-06-21,29,17
25,2015-06-28,27,15
26,2015-07-05,16,5
27,2015-07-12,21,28
28,2015-07-19,12,14
29,2015-07-26,21,16
30,2015-08-02,20,11
31,2015-08-09,18,48
32,2015-08-16,17,41
33,2015-08-23,13,57
34,2015-08-30,15,41
35,2015-09-06,13,30
36,2015-09-13,12,30
37,2015-09-20,15,31
38,2015-09-27,17,39
39,2015-10-04,13,34
40,2015-10-11,17,36
41,2015-10-18,13,25
42,2015-10-25,10,34
43,2015-11-01,10,33
44,2015-11-08,18,22
45,2015-11-15,17,25
46,2015-11-22,8,10
47,2015-11-29,15,17
48,2015-12-06,17,27
49,2015-12-13,13,22
50,2015-12-20,10,16
51,2015-12-27,13,13
52,2016-01-03,12,22
53,2016-01-10,6,27
54,2016-01-17,11,17
55,2016-01-24,12,26
56,2016-01-31,9,28
57,2016-02-07,8,29
58,2016-02-14,21,32
59,2016-02-21,11,24
60,2016-02-28,6,22
61,2016-03-06,8,20
62,2016-03-13,9,16
63,2016-03-20,10,18
64,2016-03-27,9,30
65,2016-04-03,15,20
66,2016-04-10,6,31
67,2016-04-17,7,24
68,2016-04-24,5,32
69,2016-05-01,7,24
70,2016-05-08,4,22
71,2016-05-15,5,22
72,2016-05-22,12,15
73,2016-05-29,6,19
74,2016-06-05,8,21
75,2016-06-12,10,21
76,2016-06-19,4,19
77,2016-06-26,6,17
78,2016-07-03,6,22
79,2016-07-10,3,14
80,2016-07-17,6,17
81,2016-07-24,9,19
82,2016-07-31,6,22
83,2016-08-07,6,19
84,2016-08-14,6,24
85,2016-08-21,11,30
86,2016-08-28,12,29
