,date,Coldplay,Alphabet
0,2015-01-04,6,24
1,2015-01-11,7,24
2,2015-01-18,6,26
3,2015-01-25,4,24
4,2015-02-01,7,28
5,2015-02-08,7,26
6,2015-02-15,5,21
7,2015-02-22,10,24
8,2015-03-01,10,24
9,2015-03-08,7,24
10,2015-03-15,4,24
11,2015-03-22,4,24
12,2015-03-29,4,21
13,2015-04-05,3,22
14,2015-04-12,4,27
15,2015-04-19,5,23
16,2015-04-26,8,13
17,2015-05-03,2,26
18,2015-05-10,6,21
19,2015-05-17,6,25
20,2015-05-24,6,21
21,2015-05-31,6,20
22,2015-06-07,6,16
23,2015-06-14,8,18
24,2015-06-21,2,18
25,2015-06-28,4,19
26,2015-07-05,3,16
27,2015-07-12,3,21
28,2015-07-19,6,20
29,2015-07-26,5,16
30,2015-08-02,3,19
31,2015-08-09,4,42
32,2015-08-16,3,40
33,2015-08-23,6,34
34,2015-08-30,4,33
35,2015-09-06,3,34
36,2015-09-13,4,32
37,2015-09-20,4,27
38,2015-09-27,4,30
39,2015-10-04,4,31
40,2015-10-11,6,21
41,2015-10-18,3,31
42,2015-10-25,4,29
43,2015-11-01,8,28
44,2015-11-08,7,23
45,2015-11-15,5,25
46,2015-11-22,9,21
47,2015-11-29,18,23
48,2015-12-06,12,28
49,2015-12-13,12,25
50,2015-12-20,9,24
51,2015-12-27,6,14
52,2016-01-03,8,21
53,2016-01-10,10,22
54,2016-01-17,7,24
55,2016-01-24,17,27
56,2016-01-31,24,28
57,2016-02-07,100,19
58,2016-02-14,11,27
59,2016-02-21,6,24
60,2016-02-28,7,20
61,2016-03-06,7,25
62,2016-03-13,6,24
63,2016-03-20,7,22
64,2016-03-27,5,23
65,2016-04-03,10,23
66,2016-04-10,21,22
67,2016-04-17,9,24
68,2016-04-24,10,22
69,2016-05-01,9,21
70,2016-05-08,7,21
71,2016-05-15,7,19
72,2016-05-22,8,21
73,2016-05-29,8,17
74,2016-06-05,8,13
75,2016-06-12,7,20
76,2016-06-19,7,17
77,2016-06-26,6,17
78,2016-07-03,8,21
79,2016-07-10,15,17
80,2016-07-17,49,17
81,2016-07-24,17,20
82,2016-07-31,8,23
83,2016-08-07,6,20
84,2016-08-14,8,26
85,2016-08-21,13,33
86,2016-08-28,7,31
87,2016-09-04,8,27
88,2016-09-11,6,29
89,2016-09-18,5,24
90,2016-09-25,5,27
91,2016-10-02,7,29
92,2016-10-09,13,24
93,2016-10-16,7,26
94,2016-10-23,8,25
95,2016-10-30,6,30
96,2016-11-06,4,21
97,2016-11-13,6,26
98,2016-11-20,5,20
99,2016-11-27,7,26
100,2016-12-04,5,26
101,2016-12-11,5,22
102,2016-12-18,4,21
103,2016-12-25,5,17
104,2017-01-01,6,20
105,2017-01-08,6,24
106,2017-01-15,5,24
107,2017-01-22,4,24
108,2017-01-29,6,28
109,2017-02-05,2,25
110,2017-02-12,8,23
111,2017-02-19,8,23
112,2017-02-26,9,20
113,2017-03-05,8,19
114,2017-03-12,6,17
115,2017-03-19,7,17
116,2017-03-26,6,24
117,2017-04-02,9,18
118,2017-04-09,7,23
119,2017-04-16,5,23
120,2017-04-23,8,22
121,2017-04-30,7,20
122,2017-05-07,7,22
123,2017-05-14,6,24
124,2017-05-21,6,22
125,2017-05-28,6,21
126,2017-06-04,9,21
127,2017-06-11,6,21
128,2017-06-18,6,16
129,2017-06-25,5,17
130,2017-07-02,7,19
131,2017-07-09,7,17
132,2017-07-16,11,18
133,2017-07-23,7,22
134,2017-07-30,10,15
135,2017-08-06,11,18
136,2017-08-13,33,23
137,2017-08-20,8,31
138,2017-08-27,4,30
139,2017-09-03,6,28
140,2017-09-10,5,28
141,2017-09-17,4,29
142,2017-09-24,4,33
143,2017-10-01,5,27
144,2017-10-08,4,27
145,2017-10-15,4,27
146,2017-10-22,3,30
147,2017-10-29,4,29
148,2017-11-05,5,27
149,2017-11-12,3,28
150,2017-11-19,6,24
151,2017-11-26,5,27
152,2017-12-03,3,26
153,2017-12-10,3,27
154,2017-12-17,7,22
155,2017-12-24,4,18
156,2017-12-31,2,22
157,2018-01-07,3,27
158,2018-01-14,4,20
159,2018-01-21,4,28
160,2018-01-28,5,27
161,2018-02-04,4,25
162,2018-02-11,9,24
163,2018-02-18,5,21
164,2018-02-25,3,20
165,2018-03-04,5,25
166,2018-03-11,7,26
167,2018-03-18,4,28
168,2018-03-25,4,25
169,2018-04-01,4,24
170,2018-04-08,7,25
171,2018-04-15,7,26
172,2018-04-22,4,29
173,2018-04-29,6,24
174,2018-05-06,6,20
175,2018-05-13,3,19
176,2018-05-20,4,18
177,2018-05-27,3,20
