,date,Pink,Alphabet
0,2015-01-04,8,49
1,2015-01-11,8,43
2,2015-01-18,7,39
3,2015-01-25,8,40
4,2015-02-01,6,47
5,2015-02-08,4,46
6,2015-02-15,6,47
7,2015-02-22,9,54
8,2015-03-01,7,39
9,2015-03-08,6,45
10,2015-03-15,5,40
11,2015-03-22,10,36
12,2015-03-29,6,35
13,2015-04-05,6,34
14,2015-04-12,18,41
15,2015-04-19,7,42
16,2015-04-26,7,33
17,2015-05-03,7,33
18,2015-05-10,7,33
19,2015-05-17,6,36
20,2015-05-24,5,41
21,2015-05-31,5,36
22,2015-06-07,8,37
23,2015-06-14,5,41
24,2015-06-21,9,32
25,2015-06-28,5,35
26,2015-07-05,4,31
27,2015-07-12,8,31
28,2015-07-19,6,39
29,2015-07-26,6,32
30,2015-08-02,7,28
31,2015-08-09,7,88
32,2015-08-16,6,42
33,2015-08-23,7,37
34,2015-08-30,8,44
35,2015-09-06,14,52
36,2015-09-13,8,62
37,2015-09-20,6,60
38,2015-09-27,7,59
39,2015-10-04,6,60
40,2015-10-11,8,53
41,2015-10-18,5,54
42,2015-10-25,7,52
43,2015-11-01,6,53
44,2015-11-08,4,48
45,2015-11-15,8,45
46,2015-11-22,6,39
47,2015-11-29,5,45
48,2015-12-06,5,43
49,2015-12-13,4,39
50,2015-12-20,6,43
51,2015-12-27,9,32
52,2016-01-03,5,39
53,2016-01-10,7,37
54,2016-01-17,8,40
55,2016-01-24,8,37
56,2016-01-31,9,55
57,2016-02-07,6,46
58,2016-02-14,8,41
59,2016-02-21,5,53
60,2016-02-28,7,45
61,2016-03-06,10,33
62,2016-03-13,7,41
63,2016-03-20,6,36
64,2016-03-27,5,38
65,2016-04-03,7,38
66,2016-04-10,10,45
67,2016-04-17,9,38
68,2016-04-24,13,35
69,2016-05-01,12,40
70,2016-05-08,13,39
71,2016-05-15,16,37
72,2016-05-22,25,36
73,2016-05-29,16,40
74,2016-06-05,11,40
75,2016-06-12,10,31
76,2016-06-19,10,34
77,2016-06-26,10,29
78,2016-07-03,9,29
79,2016-07-10,8,27
80,2016-07-17,13,33
81,2016-07-24,12,33
82,2016-07-31,14,39
83,2016-08-07,12,27
84,2016-08-14,11,31
85,2016-08-21,9,31
86,2016-08-28,8,34
87,2016-09-04,9,47
88,2016-09-11,9,59
89,2016-09-18,8,53
90,2016-09-25,9,38
91,2016-10-02,7,46
92,2016-10-09,8,39
93,2016-10-16,8,44
94,2016-10-23,8,44
95,2016-10-30,8,42
96,2016-11-06,12,36
97,2016-11-13,15,40
98,2016-11-20,9,33
99,2016-11-27,8,43
100,2016-12-04,5,45
101,2016-12-11,9,42
102,2016-12-18,8,40
103,2016-12-25,13,35
104,2017-01-01,8,42
105,2017-01-08,8,40
106,2017-01-15,9,37
107,2017-01-22,7,50
108,2017-01-29,10,43
109,2017-02-05,9,37
110,2017-02-12,9,42
111,2017-02-19,8,45
112,2017-02-26,6,42
113,2017-03-05,7,41
114,2017-03-12,9,38
115,2017-03-19,5,45
116,2017-03-26,6,46
117,2017-04-02,8,40
118,2017-04-09,5,31
119,2017-04-16,6,39
120,2017-04-23,11,37
121,2017-04-30,13,41
122,2017-05-07,12,42
123,2017-05-14,6,39
124,2017-05-21,8,36
125,2017-05-28,9,44
126,2017-06-04,7,42
