,date,Guns N' Roses,Alphabet
244,2019-09-08,9,40
245,2019-09-15,10,39
246,2019-09-22,32,35
247,2019-09-29,7,37
248,2019-10-06,6,35
249,2019-10-13,6,38
250,2019-10-20,4,40
251,2019-10-27,3,43
252,2019-11-03,5,37
253,2019-11-10,4,36
254,2019-11-17,4,35
255,2019-11-24,5,28
256,2019-12-01,5,37
257,2019-12-08,4,36
258,2019-12-15,3,31
259,2019-12-22,6,26
260,2019-12-29,4,22
