,date,Pink,Alphabet
0,2015-01-04,8,36
1,2015-01-11,5,40
2,2015-01-18,8,40
3,2015-01-25,3,44
4,2015-02-01,7,33
5,2015-02-08,4,45
6,2015-02-15,7,41
7,2015-02-22,6,34
8,2015-03-01,4,37
9,2015-03-08,7,39
10,2015-03-15,0,23
11,2015-03-22,6,25
12,2015-03-29,6,40
13,2015-04-05,10,30
14,2015-04-12,12,36
15,2015-04-19,0,30
16,2015-04-26,6,29
17,2015-05-03,0,34
18,2015-05-10,8,35
19,2015-05-17,9,34
20,2015-05-24,8,32
21,2015-05-31,9,27
22,2015-06-07,3,32
23,2015-06-14,8,25
24,2015-06-21,6,23
25,2015-06-28,6,21
26,2015-07-05,13,8
27,2015-07-12,6,43
28,2015-07-19,8,19
29,2015-07-26,5,23
30,2015-08-02,5,17
31,2015-08-09,0,69
32,2015-08-16,7,59
33,2015-08-23,10,84
34,2015-08-30,5,58
35,2015-09-06,5,42
36,2015-09-13,6,44
37,2015-09-20,7,43
38,2015-09-27,7,56
39,2015-10-04,7,47
40,2015-10-11,5,53
41,2015-10-18,3,36
42,2015-10-25,7,44
43,2015-11-01,4,49
44,2015-11-08,8,32
45,2015-11-15,8,36
46,2015-11-22,4,14
47,2015-11-29,7,24
48,2015-12-06,6,39
49,2015-12-13,5,31
50,2015-12-20,8,23
51,2015-12-27,7,18
52,2016-01-03,7,30
53,2016-01-10,4,40
54,2016-01-17,8,23
55,2016-01-24,9,38
56,2016-01-31,6,41
57,2016-02-07,9,42
58,2016-02-14,7,47
59,2016-02-21,4,35
60,2016-02-28,15,31
61,2016-03-06,0,28
62,2016-03-13,5,22
63,2016-03-20,4,25
64,2016-03-27,4,42
65,2016-04-03,5,29
66,2016-04-10,0,40
67,2016-04-17,5,35
68,2016-04-24,14,47
69,2016-05-01,13,33
70,2016-05-08,13,31
71,2016-05-15,18,32
72,2016-05-22,18,21
73,2016-05-29,13,27
74,2016-06-05,17,29
75,2016-06-12,5,30
76,2016-06-19,10,28
77,2016-06-26,11,25
78,2016-07-03,8,30
79,2016-07-10,10,20
80,2016-07-17,10,26
81,2016-07-24,15,28
82,2016-07-31,9,31
83,2016-08-07,15,28
84,2016-08-14,12,34
85,2016-08-21,21,43
86,2016-08-28,11,40
87,2016-09-04,5,38
88,2016-09-11,7,44
89,2016-09-18,6,36
90,2016-09-25,13,39
91,2016-10-02,5,34
92,2016-10-09,10,30
93,2016-10-16,9,34
94,2016-10-23,11,29
95,2016-10-30,5,45
96,2016-11-06,5,37
97,2016-11-13,15,41
98,2016-11-20,5,28
99,2016-11-27,5,40
100,2016-12-04,3,25
101,2016-12-11,6,43
102,2016-12-18,7,27
103,2016-12-25,13,25
104,2017-01-01,7,37
105,2017-01-08,8,41
106,2017-01-15,10,38
107,2017-01-22,5,27
108,2017-01-29,3,33
109,2017-02-05,8,32
110,2017-02-12,7,28
111,2017-02-19,2,32
112,2017-02-26,4,30
113,2017-03-05,9,29
114,2017-03-12,6,41
115,2017-03-19,5,19
116,2017-03-26,6,39
117,2017-04-02,9,33
118,2017-04-09,11,38
119,2017-04-16,0,33
120,2017-04-23,4,33
121,2017-04-30,2,34
122,2017-05-07,8,35
123,2017-05-14,6,32
124,2017-05-21,7,23
125,2017-05-28,2,20
126,2017-06-04,7,18
127,2017-06-11,4,27
128,2017-06-18,7,22
129,2017-06-25,9,25
130,2017-07-02,8,25
131,2017-07-09,8,31
132,2017-07-16,9,29
133,2017-07-23,12,26
134,2017-07-30,0,28
135,2017-08-06,7,36
136,2017-08-13,9,31
137,2017-08-20,13,33
138,2017-08-27,32,37
139,2017-09-03,14,38
140,2017-09-10,5,34
141,2017-09-17,8,34
142,2017-09-24,9,34
143,2017-10-01,37,41
144,2017-10-08,79,37
145,2017-10-15,46,39
146,2017-10-22,15,32
147,2017-10-29,18,36
148,2017-11-05,32,39
149,2017-11-12,20,36
150,2017-11-19,42,30
151,2017-11-26,28,45
152,2017-12-03,22,35
153,2017-12-10,15,33
154,2017-12-17,21,33
155,2017-12-24,28,27
156,2017-12-31,24,30
157,2018-01-07,12,38
158,2018-01-14,16,38
159,2018-01-21,24,51
160,2018-01-28,45,43
161,2018-02-04,92,48
162,2018-02-11,15,42
163,2018-02-18,38,36
164,2018-02-25,84,49
165,2018-03-04,100,51
166,2018-03-11,61,31
167,2018-03-18,30,40
168,2018-03-25,18,36
169,2018-04-01,16,47
170,2018-04-08,16,38
171,2018-04-15,19,39
172,2018-04-22,32,52
173,2018-04-29,30,39
174,2018-05-06,20,38
175,2018-05-13,16,32
176,2018-05-20,10,39
177,2018-05-27,5,30
178,2018-06-03,14,30
179,2018-06-10,17,35
180,2018-06-17,9,27
181,2018-06-24,9,35
182,2018-07-01,12,26
183,2018-07-08,20,33
184,2018-07-15,7,29
185,2018-07-22,16,23
186,2018-07-29,21,39
187,2018-08-05,11,38
188,2018-08-12,0,39
189,2018-08-19,18,52
190,2018-08-26,16,45
191,2018-09-02,9,36
192,2018-09-09,11,41
193,2018-09-16,8,44
194,2018-09-23,5,34
195,2018-09-30,7,40
196,2018-10-07,6,32
197,2018-10-14,8,35
198,2018-10-21,12,34
199,2018-10-28,16,40
200,2018-11-04,13,35
201,2018-11-11,13,28
202,2018-11-18,8,23
203,2018-11-25,8,32
204,2018-12-02,8,47
205,2018-12-09,12,39
206,2018-12-16,10,36
207,2018-12-23,18,42
208,2018-12-30,18,28
209,2019-01-06,5,26
210,2019-01-13,11,35
211,2019-01-20,13,38
212,2019-01-27,10,47
213,2019-02-03,15,32
214,2019-02-10,15,31
215,2019-02-17,9,36
216,2019-02-24,10,38
217,2019-03-03,19,43
218,2019-03-10,16,26
219,2019-03-17,20,27
220,2019-03-24,23,43
221,2019-03-31,12,34
222,2019-04-07,14,32
223,2019-04-14,13,37
224,2019-04-21,27,38
225,2019-04-28,25,39
226,2019-05-05,21,38
227,2019-05-12,12,40
228,2019-05-19,13,34
229,2019-05-26,25,20
230,2019-06-02,30,35
231,2019-06-09,19,18
232,2019-06-16,24,36
233,2019-06-23,23,26
234,2019-06-30,8,22
235,2019-07-07,12,25
236,2019-07-14,19,32
237,2019-07-21,20,36
238,2019-07-28,21,27
239,2019-08-04,18,32
240,2019-08-11,20,32
241,2019-08-18,11,49
242,2019-08-25,18,41
243,2019-09-01,15,55
244,2019-09-08,23,41
245,2019-09-15,14,50
246,2019-09-22,7,47
247,2019-09-29,13,49
248,2019-10-06,14,35
249,2019-10-13,13,43
250,2019-10-20,9,42
251,2019-10-27,11,45
252,2019-11-03,17,54
253,2019-11-10,32,45
254,2019-11-17,13,41
255,2019-11-24,13,37
256,2019-12-01,23,57
257,2019-12-08,14,40
258,2019-12-15,4,32
259,2019-12-22,7,33
260,2019-12-29,6,37
