,date,The Rolling Stones,Alphabet
0,2015-01-04,5,24
1,2015-01-11,5,25
2,2015-01-18,6,31
3,2015-01-25,7,31
4,2015-02-01,6,26
5,2015-02-08,8,28
6,2015-02-15,9,22
7,2015-02-22,4,24
8,2015-03-01,4,28
9,2015-03-08,10,25
10,2015-03-15,17,21
11,2015-03-22,13,26
12,2015-03-29,35,21
13,2015-04-05,57,30
14,2015-04-12,30,31
15,2015-04-19,18,26
16,2015-04-26,16,29
17,2015-05-03,12,29
18,2015-05-10,12,26
19,2015-05-17,16,24
20,2015-05-24,19,23
21,2015-05-31,38,21
22,2015-06-07,100,22
23,2015-06-14,19,24
24,2015-06-21,14,25
25,2015-06-28,26,23
26,2015-07-05,11,21
27,2015-07-12,9,21
28,2015-07-19,7,22
29,2015-07-26,9,23
30,2015-08-02,9,28
31,2015-08-09,6,62
32,2015-08-16,8,47
33,2015-08-23,9,36
34,2015-08-30,6,37
35,2015-09-06,7,34
36,2015-09-13,10,33
37,2015-09-20,9,33
38,2015-09-27,4,34
39,2015-10-04,8,43
40,2015-10-11,7,33
41,2015-10-18,8,35
42,2015-10-25,8,36
43,2015-11-01,8,28
44,2015-11-08,7,29
45,2015-11-15,8,28
46,2015-11-22,7,23
47,2015-11-29,6,26
48,2015-12-06,6,28
49,2015-12-13,7,29
50,2015-12-20,12,22
51,2015-12-27,9,19
52,2016-01-03,5,26
53,2016-01-10,10,30
54,2016-01-17,6,28
55,2016-01-24,4,29
56,2016-01-31,6,36
57,2016-02-07,7,29
58,2016-02-14,9,26
59,2016-02-21,8,29
60,2016-02-28,8,29
61,2016-03-06,5,28
62,2016-03-13,8,30
63,2016-03-20,9,25
64,2016-03-27,8,26
65,2016-04-03,8,25
66,2016-04-10,7,24
67,2016-04-17,9,28
68,2016-04-24,8,24
69,2016-05-01,12,27
70,2016-05-08,7,28
71,2016-05-15,7,29
72,2016-05-22,6,23
73,2016-05-29,7,24
74,2016-06-05,7,24
75,2016-06-12,8,23
76,2016-06-19,7,25
77,2016-06-26,7,23
78,2016-07-03,5,25
79,2016-07-10,6,21
80,2016-07-17,6,25
81,2016-07-24,8,23
82,2016-07-31,5,32
83,2016-08-07,4,38
84,2016-08-14,5,36
85,2016-08-21,5,39
86,2016-08-28,6,40
87,2016-09-04,6,29
88,2016-09-11,7,34
89,2016-09-18,4,31
90,2016-09-25,6,32
