,date,Coldplay,Alphabet
0,2015-01-04,5,22
1,2015-01-11,2,18
2,2015-01-18,5,16
3,2015-01-25,3,22
4,2015-02-01,4,21
5,2015-02-08,3,21
6,2015-02-15,4,16
7,2015-02-22,6,27
8,2015-03-01,2,22
9,2015-03-08,2,18
10,2015-03-15,0,16
11,2015-03-22,6,22
12,2015-03-29,0,16
13,2015-04-05,0,19
14,2015-04-12,6,18
15,2015-04-19,5,17
16,2015-04-26,4,16
17,2015-05-03,5,19
18,2015-05-10,5,23
19,2015-05-17,4,19
20,2015-05-24,3,16
21,2015-05-31,2,20
22,2015-06-07,0,16
23,2015-06-14,5,12
24,2015-06-21,4,15
25,2015-06-28,4,14
26,2015-07-05,2,12
27,2015-07-12,2,12
28,2015-07-19,9,16
29,2015-07-26,3,13
30,2015-08-02,6,16
31,2015-08-09,6,25
32,2015-08-16,6,19
33,2015-08-23,3,27
34,2015-08-30,2,27
35,2015-09-06,2,25
36,2015-09-13,3,19
37,2015-09-20,5,21
38,2015-09-27,4,17
39,2015-10-04,4,25
40,2015-10-11,5,23
41,2015-10-18,5,25
42,2015-10-25,8,21
43,2015-11-01,8,20
44,2015-11-08,3,20
45,2015-11-15,7,24
46,2015-11-22,4,18
47,2015-11-29,14,21
48,2015-12-06,13,16
49,2015-12-13,6,19
50,2015-12-20,7,5
51,2015-12-27,7,13
52,2016-01-03,8,20
53,2016-01-10,7,15
54,2016-01-17,4,17
55,2016-01-24,9,22
56,2016-01-31,19,20
57,2016-02-07,100,14
58,2016-02-14,5,16
59,2016-02-21,7,17
60,2016-02-28,6,15
61,2016-03-06,5,19
62,2016-03-13,9,15
63,2016-03-20,5,14
64,2016-03-27,7,17
65,2016-04-03,3,19
66,2016-04-10,4,18
67,2016-04-17,2,21
68,2016-04-24,4,15
69,2016-05-01,5,20
70,2016-05-08,2,20
71,2016-05-15,8,14
72,2016-05-22,3,18
73,2016-05-29,7,16
74,2016-06-05,5,12
75,2016-06-12,4,14
76,2016-06-19,5,17
77,2016-06-26,3,14
78,2016-07-03,8,10
79,2016-07-10,10,8
80,2016-07-17,11,15
81,2016-07-24,14,14
82,2016-07-31,4,22
83,2016-08-07,4,13
84,2016-08-14,4,14
85,2016-08-21,6,20
86,2016-08-28,5,30
87,2016-09-04,4,22
88,2016-09-11,4,21
89,2016-09-18,2,19
90,2016-09-25,4,16
91,2016-10-02,6,20
92,2016-10-09,8,15
93,2016-10-16,7,20
94,2016-10-23,4,22
95,2016-10-30,8,19
96,2016-11-06,3,17
97,2016-11-13,5,17
98,2016-11-20,4,12
99,2016-11-27,3,14
100,2016-12-04,4,18
101,2016-12-11,0,16
102,2016-12-18,4,19
103,2016-12-25,0,17
104,2017-01-01,6,13
105,2017-01-08,5,13
106,2017-01-15,5,18
107,2017-01-22,11,18
108,2017-01-29,3,18
109,2017-02-05,5,16
110,2017-02-12,3,17
111,2017-02-19,5,15
