,date,Ed Sheeran,Alphabet
0,2015-01-04,49,36
1,2015-01-11,61,40
2,2015-01-18,71,36
3,2015-01-25,48,41
4,2015-02-01,27,54
5,2015-02-08,87,36
6,2015-02-15,93,36
7,2015-02-22,76,60
8,2015-03-01,53,29
9,2015-03-08,28,34
10,2015-03-15,49,34
11,2015-03-22,30,23
12,2015-03-29,40,37
13,2015-04-05,34,41
14,2015-04-12,35,48
15,2015-04-19,31,49
16,2015-04-26,21,25
17,2015-05-03,26,42
18,2015-05-10,44,33
19,2015-05-17,39,19
20,2015-05-24,26,13
21,2015-05-31,38,26
22,2015-06-07,59,25
23,2015-06-14,49,17
24,2015-06-21,42,0
25,2015-06-28,28,25
26,2015-07-05,22,15
27,2015-07-12,31,29
28,2015-07-19,28,27
29,2015-07-26,14,35
30,2015-08-02,62,23
31,2015-08-09,41,62
32,2015-08-16,34,41
33,2015-08-23,47,67
34,2015-08-30,31,56
35,2015-09-06,27,49
36,2015-09-13,52,58
37,2015-09-20,9,30
38,2015-09-27,15,56
39,2015-10-04,55,45
40,2015-10-11,17,54
41,2015-10-18,10,55
42,2015-10-25,28,42
43,2015-11-01,23,49
44,2015-11-08,10,37
45,2015-11-15,23,79
46,2015-11-22,10,25
47,2015-11-29,10,37
48,2015-12-06,31,46
49,2015-12-13,15,36
50,2015-12-20,35,42
51,2015-12-27,8,29
52,2016-01-03,0,20
53,2016-01-10,0,32
54,2016-01-17,10,26
55,2016-01-24,19,20
56,2016-01-31,13,46
57,2016-02-07,16,40
58,2016-02-14,34,37
59,2016-02-21,23,36
60,2016-02-28,8,39
61,2016-03-06,7,63
62,2016-03-13,13,51
63,2016-03-20,0,51
64,2016-03-27,15,33
65,2016-04-03,18,32
66,2016-04-10,0,35
67,2016-04-17,0,36
68,2016-04-24,12,54
69,2016-05-01,6,46
70,2016-05-08,0,30
71,2016-05-15,0,41
72,2016-05-22,13,24
73,2016-05-29,0,22
74,2016-06-05,16,25
75,2016-06-12,18,20
76,2016-06-19,8,33
