,date,Pink,Alphabet
0,2015-01-04,9,69
1,2015-01-11,18,78
2,2015-01-18,36,88
3,2015-01-25,9,26
4,2015-02-01,8,57
5,2015-02-08,0,62
6,2015-02-15,10,72
7,2015-02-22,10,59
8,2015-03-01,8,60
9,2015-03-08,0,63
10,2015-03-15,13,59
11,2015-03-22,16,65
12,2015-03-29,0,49
13,2015-04-05,23,64
14,2015-04-12,12,68
15,2015-04-19,15,63
16,2015-04-26,20,59
17,2015-05-03,9,93
18,2015-05-10,0,80
19,2015-05-17,0,62
20,2015-05-24,23,77
21,2015-05-31,0,27
22,2015-06-07,16,51
23,2015-06-14,0,30
24,2015-06-21,0,40
25,2015-06-28,0,30
26,2015-07-05,0,35
27,2015-07-12,0,30
28,2015-07-19,17,43
29,2015-07-26,19,57
30,2015-08-02,13,10
31,2015-08-09,13,96
32,2015-08-16,0,79
33,2015-08-23,23,88
34,2015-08-30,0,75
35,2015-09-06,19,63
36,2015-09-13,12,78
37,2015-09-20,9,72
38,2015-09-27,0,84
39,2015-10-04,11,68
40,2015-10-11,10,87
41,2015-10-18,11,53
42,2015-10-25,12,65
43,2015-11-01,0,91
44,2015-11-08,0,89
45,2015-11-15,29,82
46,2015-11-22,20,53
47,2015-11-29,11,75
48,2015-12-06,0,57
49,2015-12-13,18,66
50,2015-12-20,16,15
51,2015-12-27,8,18
52,2016-01-03,7,56
53,2016-01-10,7,54
54,2016-01-17,7,57
55,2016-01-24,16,55
56,2016-01-31,16,53
57,2016-02-07,0,46
58,2016-02-14,5,59
59,2016-02-21,10,57
60,2016-02-28,0,61
61,2016-03-06,13,52
62,2016-03-13,5,47
63,2016-03-20,7,58
64,2016-03-27,15,68
65,2016-04-03,12,46
66,2016-04-10,17,55
67,2016-04-17,21,48
68,2016-04-24,0,42
69,2016-05-01,33,50
70,2016-05-08,18,44
71,2016-05-15,26,31
72,2016-05-22,37,46
73,2016-05-29,36,43
74,2016-06-05,17,41
75,2016-06-12,16,39
76,2016-06-19,19,33
77,2016-06-26,24,9
78,2016-07-03,19,30
79,2016-07-10,37,25
80,2016-07-17,5,50
81,2016-07-24,21,39
82,2016-07-31,0,82
83,2016-08-07,27,90
84,2016-08-14,12,81
85,2016-08-21,20,72
86,2016-08-28,23,81
87,2016-09-04,15,74
88,2016-09-11,13,88
89,2016-09-18,7,51
90,2016-09-25,17,48
91,2016-10-02,15,37
92,2016-10-09,21,47
93,2016-10-16,21,74
94,2016-10-23,10,59
95,2016-10-30,0,53
96,2016-11-06,0,49
97,2016-11-13,8,49
98,2016-11-20,0,41
99,2016-11-27,0,57
100,2016-12-04,9,50
101,2016-12-11,9,52
102,2016-12-18,11,56
103,2016-12-25,31,29
104,2017-01-01,0,58
105,2017-01-08,8,49
106,2017-01-15,12,42
107,2017-01-22,13,67
108,2017-01-29,4,47
109,2017-02-05,19,40
110,2017-02-12,5,68
111,2017-02-19,10,54
112,2017-02-26,19,50
113,2017-03-05,8,45
114,2017-03-12,7,38
115,2017-03-19,14,55
116,2017-03-26,17,29
117,2017-04-02,20,46
118,2017-04-09,14,32
119,2017-04-16,7,36
120,2017-04-23,13,59
121,2017-04-30,8,49
122,2017-05-07,5,59
123,2017-05-14,11,44
124,2017-05-21,6,56
125,2017-05-28,6,47
126,2017-06-04,11,44
127,2017-06-11,10,45
128,2017-06-18,16,41
129,2017-06-25,0,48
130,2017-07-02,6,22
131,2017-07-09,7,43
132,2017-07-16,5,37
133,2017-07-23,8,31
134,2017-07-30,0,45
135,2017-08-06,9,100
136,2017-08-13,24,70
137,2017-08-20,20,70
138,2017-08-27,72,65
139,2017-09-03,27,64
140,2017-09-10,12,75
141,2017-09-17,11,64
142,2017-09-24,10,60
143,2017-10-01,22,66
144,2017-10-08,24,64
145,2017-10-15,40,70
146,2017-10-22,32,69
147,2017-10-29,12,61
148,2017-11-05,31,66
149,2017-11-12,14,71
150,2017-11-19,44,43
151,2017-11-26,14,68
152,2017-12-03,28,38
153,2017-12-10,11,38
154,2017-12-17,34,33
155,2017-12-24,26,23
156,2017-12-31,15,32
157,2018-01-07,5,54
158,2018-01-14,24,47
159,2018-01-21,23,61
160,2018-01-28,46,39
161,2018-02-04,67,57
162,2018-02-11,14,53
163,2018-02-18,25,57
164,2018-02-25,48,62
165,2018-03-04,46,43
166,2018-03-11,38,34
167,2018-03-18,25,52
168,2018-03-25,24,39
169,2018-04-01,29,74
170,2018-04-08,17,53
171,2018-04-15,36,61
172,2018-04-22,53,50
173,2018-04-29,40,59
174,2018-05-06,37,50
175,2018-05-13,39,40
176,2018-05-20,24,26
177,2018-05-27,16,41
178,2018-06-03,18,29
179,2018-06-10,23,50
180,2018-06-17,17,38
181,2018-06-24,20,36
182,2018-07-01,31,26
183,2018-07-08,26,38
184,2018-07-15,14,43
185,2018-07-22,9,46
186,2018-07-29,12,36
187,2018-08-05,17,66
188,2018-08-12,18,97
189,2018-08-19,11,83
190,2018-08-26,15,62
191,2018-09-02,22,55
192,2018-09-09,0,55
193,2018-09-16,19,59
194,2018-09-23,8,54
195,2018-09-30,11,53
196,2018-10-07,12,43
197,2018-10-14,9,46
198,2018-10-21,6,53
199,2018-10-28,13,52
200,2018-11-04,9,66
201,2018-11-11,9,58
202,2018-11-18,13,32
203,2018-11-25,26,47
204,2018-12-02,19,53
205,2018-12-09,15,49
206,2018-12-16,25,39
207,2018-12-23,0,42
208,2018-12-30,25,51
209,2019-01-06,17,49
210,2019-01-13,32,52
211,2019-01-20,35,40
212,2019-01-27,12,45
213,2019-02-03,23,30
214,2019-02-10,9,63
215,2019-02-17,14,76
216,2019-02-24,16,63
217,2019-03-03,27,62
218,2019-03-10,30,33
219,2019-03-17,43,54
220,2019-03-24,55,59
221,2019-03-31,24,73
222,2019-04-07,27,63
223,2019-04-14,21,45
224,2019-04-21,21,30
225,2019-04-28,27,45
226,2019-05-05,29,58
227,2019-05-12,39,37
228,2019-05-19,14,54
229,2019-05-26,31,47
230,2019-06-02,36,63
231,2019-06-09,37,38
232,2019-06-16,46,34
233,2019-06-23,37,32
234,2019-06-30,16,40
235,2019-07-07,24,45
236,2019-07-14,20,49
237,2019-07-21,47,35
238,2019-07-28,29,49
239,2019-08-04,40,61
240,2019-08-11,40,76
241,2019-08-18,15,80
242,2019-08-25,22,82
243,2019-09-01,41,75
244,2019-09-08,18,77
245,2019-09-15,24,57
246,2019-09-22,5,57
247,2019-09-29,24,60
248,2019-10-06,35,64
249,2019-10-13,19,62
250,2019-10-20,13,50
251,2019-10-27,14,70
252,2019-11-03,28,68
253,2019-11-10,57,68
254,2019-11-17,23,46
255,2019-11-24,20,42
256,2019-12-01,32,75
257,2019-12-08,19,74
258,2019-12-15,10,54
259,2019-12-22,11,38
260,2019-12-29,19,47
