,date,The Rolling Stones,Alphabet
0,2015-01-04,0,52
1,2015-01-11,0,35
2,2015-01-18,0,48
3,2015-01-25,0,69
4,2015-02-01,0,18
5,2015-02-08,0,79
6,2015-02-15,0,48
7,2015-02-22,15,33
8,2015-03-01,0,89
9,2015-03-08,0,48
10,2015-03-15,16,53
11,2015-03-22,30,42
12,2015-03-29,29,61
13,2015-04-05,13,51
14,2015-04-12,23,54
15,2015-04-19,15,43
16,2015-04-26,0,16
17,2015-05-03,19,61
18,2015-05-10,9,56
19,2015-05-17,8,74
20,2015-05-24,33,60
21,2015-05-31,8,41
22,2015-06-07,22,49
23,2015-06-14,0,43
24,2015-06-21,30,37
25,2015-06-28,0,37
26,2015-07-05,0,42
27,2015-07-12,9,33
28,2015-07-19,13,27
29,2015-07-26,0,39
30,2015-08-02,0,41
31,2015-08-09,33,91
32,2015-08-16,15,55
33,2015-08-23,0,68
34,2015-08-30,0,67
35,2015-09-06,16,81
36,2015-09-13,12,60
37,2015-09-20,11,40
38,2015-09-27,21,66
39,2015-10-04,16,56
40,2015-10-11,16,68
41,2015-10-18,16,74
42,2015-10-25,11,100
43,2015-11-01,21,66
44,2015-11-08,0,72
45,2015-11-15,0,70
46,2015-11-22,32,35
47,2015-11-29,0,89
48,2015-12-06,11,92
49,2015-12-13,8,53
50,2015-12-20,10,38
51,2015-12-27,21,35
52,2016-01-03,15,54
53,2016-01-10,14,57
54,2016-01-17,0,56
55,2016-01-24,11,61
56,2016-01-31,19,65
57,2016-02-07,20,48
58,2016-02-14,0,44
59,2016-02-21,12,65
60,2016-02-28,9,69
61,2016-03-06,10,49
62,2016-03-13,9,52
63,2016-03-20,29,35
64,2016-03-27,16,39
65,2016-04-03,6,55
66,2016-04-10,0,65
67,2016-04-17,15,74
68,2016-04-24,12,42
69,2016-05-01,11,94
70,2016-05-08,16,58
71,2016-05-15,0,55
72,2016-05-22,0,56
73,2016-05-29,16,54
74,2016-06-05,8,48
75,2016-06-12,19,38
76,2016-06-19,0,39
77,2016-06-26,9,50
78,2016-07-03,8,21
79,2016-07-10,0,44
80,2016-07-17,17,30
81,2016-07-24,6,42
82,2016-07-31,0,42
83,2016-08-07,0,43
84,2016-08-14,0,35
85,2016-08-21,0,77
86,2016-08-28,8,68
87,2016-09-04,0,81
88,2016-09-11,7,46
89,2016-09-18,0,39
90,2016-09-25,21,58
91,2016-10-02,30,41
92,2016-10-09,18,54
93,2016-10-16,6,56
94,2016-10-23,24,66
95,2016-10-30,24,71
96,2016-11-06,23,59
97,2016-11-13,0,66
98,2016-11-20,8,49
99,2016-11-27,13,60
100,2016-12-04,15,50
101,2016-12-11,27,59
102,2016-12-18,15,65
103,2016-12-25,14,40
104,2017-01-01,13,65
105,2017-01-08,14,59
106,2017-01-15,11,74
107,2017-01-22,0,57
108,2017-01-29,0,39
109,2017-02-05,18,47
110,2017-02-12,17,48
111,2017-02-19,0,63
112,2017-02-26,17,46
113,2017-03-05,14,47
114,2017-03-12,15,51
