,date,Coldplay,Alphabet
0,2015-01-04,6,18
1,2015-01-11,6,24
2,2015-01-18,7,28
3,2015-01-25,8,17
4,2015-02-01,5,22
5,2015-02-08,10,22
6,2015-02-15,4,23
7,2015-02-22,5,20
8,2015-03-01,4,21
9,2015-03-08,6,21
10,2015-03-15,4,21
11,2015-03-22,0,28
12,2015-03-29,4,17
13,2015-04-05,11,18
14,2015-04-12,5,18
15,2015-04-19,7,24
16,2015-04-26,7,20
17,2015-05-03,8,18
18,2015-05-10,4,20
19,2015-05-17,9,20
20,2015-05-24,7,20
21,2015-05-31,8,20
22,2015-06-07,6,15
23,2015-06-14,7,19
24,2015-06-21,4,17
25,2015-06-28,5,29
26,2015-07-05,4,21
27,2015-07-12,10,27
28,2015-07-19,3,21
29,2015-07-26,3,19
30,2015-08-02,0,24
31,2015-08-09,5,39
32,2015-08-16,0,29
33,2015-08-23,9,39
34,2015-08-30,5,33
35,2015-09-06,3,26
36,2015-09-13,3,33
37,2015-09-20,4,22
38,2015-09-27,7,34
39,2015-10-04,7,34
40,2015-10-11,0,23
41,2015-10-18,3,28
42,2015-10-25,5,38
43,2015-11-01,9,24
44,2015-11-08,4,32
45,2015-11-15,4,26
46,2015-11-22,11,26
47,2015-11-29,17,24
48,2015-12-06,15,32
49,2015-12-13,13,20
50,2015-12-20,8,15
51,2015-12-27,8,19
52,2016-01-03,6,22
53,2016-01-10,4,17
54,2016-01-17,6,18
55,2016-01-24,21,20
56,2016-01-31,24,26
57,2016-02-07,100,23
58,2016-02-14,6,32
59,2016-02-21,9,28
60,2016-02-28,5,24
61,2016-03-06,11,21
62,2016-03-13,9,15
63,2016-03-20,4,24
64,2016-03-27,5,24
65,2016-04-03,17,20
66,2016-04-10,25,18
67,2016-04-17,17,24
68,2016-04-24,7,23
69,2016-05-01,8,18
70,2016-05-08,7,22
71,2016-05-15,6,19
72,2016-05-22,5,20
73,2016-05-29,7,19
74,2016-06-05,6,15
75,2016-06-12,13,24
76,2016-06-19,3,22
77,2016-06-26,11,15
78,2016-07-03,8,19
79,2016-07-10,17,19
80,2016-07-17,11,22
81,2016-07-24,19,19
82,2016-07-31,11,18
83,2016-08-07,14,21
84,2016-08-14,13,25
85,2016-08-21,83,36
86,2016-08-28,16,29
87,2016-09-04,13,31
88,2016-09-11,6,22
89,2016-09-18,9,29
90,2016-09-25,6,19
91,2016-10-02,7,21
92,2016-10-09,4,21
93,2016-10-16,6,20
94,2016-10-23,6,23
95,2016-10-30,8,24
96,2016-11-06,6,25
97,2016-11-13,4,25
98,2016-11-20,6,18
99,2016-11-27,8,22
100,2016-12-04,4,27
101,2016-12-11,0,22
102,2016-12-18,3,21
103,2016-12-25,5,18
104,2017-01-01,4,17
105,2017-01-08,9,23
106,2017-01-15,5,17
107,2017-01-22,6,23
108,2017-01-29,2,27
109,2017-02-05,5,24
110,2017-02-12,4,24
111,2017-02-19,8,24
112,2017-02-26,6,19
113,2017-03-05,8,20
114,2017-03-12,4,14
115,2017-03-19,3,19
116,2017-03-26,6,25
117,2017-04-02,5,19
118,2017-04-09,6,21
119,2017-04-16,5,18
120,2017-04-23,11,28
121,2017-04-30,3,23
122,2017-05-07,4,18
123,2017-05-14,6,26
124,2017-05-21,7,24
125,2017-05-28,6,21
126,2017-06-04,9,14
127,2017-06-11,5,20
128,2017-06-18,8,11
129,2017-06-25,2,16
130,2017-07-02,5,12
131,2017-07-09,8,15
132,2017-07-16,4,19
133,2017-07-23,5,15
134,2017-07-30,5,20
135,2017-08-06,3,17
136,2017-08-13,4,16
137,2017-08-20,9,26
138,2017-08-27,4,28
139,2017-09-03,7,23
140,2017-09-10,3,26
141,2017-09-17,6,24
142,2017-09-24,2,31
143,2017-10-01,3,28
144,2017-10-08,0,29
145,2017-10-15,2,29
146,2017-10-22,3,28
147,2017-10-29,3,31
148,2017-11-05,4,17
149,2017-11-12,5,22
