,date,Pink,Alphabet
0,2015-01-04,32,46
1,2015-01-11,10,51
2,2015-01-18,0,45
3,2015-01-25,9,51
4,2015-02-01,0,68
5,2015-02-08,19,45
6,2015-02-15,16,46
7,2015-02-22,23,76
8,2015-03-01,0,36
9,2015-03-08,8,43
10,2015-03-15,16,42
11,2015-03-22,0,29
12,2015-03-29,23,46
13,2015-04-05,9,51
14,2015-04-12,18,60
15,2015-04-19,31,62
16,2015-04-26,0,32
17,2015-05-03,0,53
18,2015-05-10,14,42
19,2015-05-17,0,24
20,2015-05-24,8,16
21,2015-05-31,12,32
22,2015-06-07,14,32
23,2015-06-14,0,22
24,2015-06-21,21,0
25,2015-06-28,9,31
26,2015-07-05,11,19
27,2015-07-12,0,37
28,2015-07-19,20,35
29,2015-07-26,0,45
30,2015-08-02,18,29
31,2015-08-09,15,79
32,2015-08-16,24,51
33,2015-08-23,9,85
34,2015-08-30,15,70
35,2015-09-06,0,62
36,2015-09-13,14,73
37,2015-09-20,0,37
38,2015-09-27,0,71
39,2015-10-04,13,57
40,2015-10-11,24,67
41,2015-10-18,10,70
42,2015-10-25,14,53
43,2015-11-01,13,62
44,2015-11-08,27,47
45,2015-11-15,25,100
46,2015-11-22,10,32
47,2015-11-29,16,46
48,2015-12-06,0,58
49,2015-12-13,20,46
50,2015-12-20,0,52
51,2015-12-27,21,36
52,2016-01-03,15,25
53,2016-01-10,0,41
54,2016-01-17,9,32
55,2016-01-24,17,26
56,2016-01-31,14,58
57,2016-02-07,6,51
58,2016-02-14,35,47
59,2016-02-21,0,46
60,2016-02-28,14,49
61,2016-03-06,18,79
62,2016-03-13,0,64
63,2016-03-20,0,64
64,2016-03-27,24,42
65,2016-04-03,10,41
66,2016-04-10,8,44
67,2016-04-17,14,45
68,2016-04-24,8,68
69,2016-05-01,12,58
70,2016-05-08,20,38
71,2016-05-15,25,52
72,2016-05-22,25,30
73,2016-05-29,12,27
74,2016-06-05,13,32
75,2016-06-12,7,25
76,2016-06-19,7,41
77,2016-06-26,21,19
78,2016-07-03,23,37
79,2016-07-10,0,36
80,2016-07-17,0,13
81,2016-07-24,53,38
82,2016-07-31,0,38
83,2016-08-07,0,61
84,2016-08-14,10,41
85,2016-08-21,35,57
86,2016-08-28,16,60
87,2016-09-04,11,40
88,2016-09-11,14,43
89,2016-09-18,0,58
90,2016-09-25,12,31
91,2016-10-02,8,30
92,2016-10-09,17,22
93,2016-10-16,14,63
94,2016-10-23,11,35
95,2016-10-30,9,53
96,2016-11-06,21,21
97,2016-11-13,0,51
98,2016-11-20,18,38
99,2016-11-27,8,35
100,2016-12-04,16,35
101,2016-12-11,7,52
102,2016-12-18,26,41
103,2016-12-25,12,34
104,2017-01-01,14,43
105,2017-01-08,11,27
106,2017-01-15,17,40
107,2017-01-22,13,41
108,2017-01-29,10,49
109,2017-02-05,5,34
110,2017-02-12,7,55
111,2017-02-19,0,51
112,2017-02-26,19,56
113,2017-03-05,0,34
114,2017-03-12,0,49
115,2017-03-19,39,31
116,2017-03-26,28,39
117,2017-04-02,15,10
118,2017-04-09,11,31
119,2017-04-16,17,41
120,2017-04-23,7,42
121,2017-04-30,16,41
122,2017-05-07,0,56
123,2017-05-14,0,72
124,2017-05-21,18,16
125,2017-05-28,0,27
126,2017-06-04,10,33
127,2017-06-11,12,31
128,2017-06-18,20,12
129,2017-06-25,6,35
130,2017-07-02,7,36
131,2017-07-09,18,27
132,2017-07-16,10,33
133,2017-07-23,13,24
134,2017-07-30,8,24
135,2017-08-06,22,38
136,2017-08-13,15,46
137,2017-08-20,11,39
138,2017-08-27,66,60
139,2017-09-03,45,40
140,2017-09-10,12,52
141,2017-09-17,18,60
142,2017-09-24,9,63
143,2017-10-01,38,33
144,2017-10-08,59,32
145,2017-10-15,40,69
146,2017-10-22,19,58
147,2017-10-29,26,24
148,2017-11-05,49,53
149,2017-11-12,16,52
150,2017-11-19,57,32
151,2017-11-26,11,28
152,2017-12-03,11,33
153,2017-12-10,18,50
154,2017-12-17,0,27
155,2017-12-24,18,35
156,2017-12-31,15,29
157,2018-01-07,15,33
158,2018-01-14,25,43
159,2018-01-21,20,59
160,2018-01-28,34,40
161,2018-02-04,97,64
162,2018-02-11,24,60
163,2018-02-18,41,47
164,2018-02-25,29,40
165,2018-03-04,49,67
166,2018-03-11,21,32
167,2018-03-18,26,53
168,2018-03-25,52,36
169,2018-04-01,46,33
170,2018-04-08,36,55
171,2018-04-15,30,59
172,2018-04-22,45,47
173,2018-04-29,53,43
174,2018-05-06,45,33
175,2018-05-13,15,41
176,2018-05-20,40,36
177,2018-05-27,11,49
178,2018-06-03,19,22
179,2018-06-10,34,28
180,2018-06-17,13,26
181,2018-06-24,0,36
182,2018-07-01,29,10
183,2018-07-08,15,35
184,2018-07-15,10,22
185,2018-07-22,24,26
186,2018-07-29,20,36
187,2018-08-05,18,46
188,2018-08-12,0,36
189,2018-08-19,18,42
190,2018-08-26,10,52
191,2018-09-02,11,50
192,2018-09-09,15,26
193,2018-09-16,5,26
194,2018-09-23,12,21
195,2018-09-30,0,61
196,2018-10-07,5,29
197,2018-10-14,0,58
198,2018-10-21,17,44
199,2018-10-28,6,43
200,2018-11-04,13,35
201,2018-11-11,13,48
202,2018-11-18,31,39
203,2018-11-25,15,42
204,2018-12-02,10,26
205,2018-12-09,14,28
206,2018-12-16,25,32
207,2018-12-23,15,42
208,2018-12-30,62,20
209,2019-01-06,12,44
210,2019-01-13,19,25
211,2019-01-20,39,43
212,2019-01-27,10,41
213,2019-02-03,13,38
214,2019-02-10,24,52
215,2019-02-17,20,36
216,2019-02-24,18,39
217,2019-03-03,16,48
218,2019-03-10,25,38
219,2019-03-17,39,75
220,2019-03-24,25,42
221,2019-03-31,19,37
222,2019-04-07,22,24
223,2019-04-14,13,43
224,2019-04-21,35,29
225,2019-04-28,31,47
226,2019-05-05,27,40
227,2019-05-12,24,50
228,2019-05-19,34,45
229,2019-05-26,34,35
230,2019-06-02,40,29
231,2019-06-09,17,21
232,2019-06-16,40,33
233,2019-06-23,33,23
234,2019-06-30,12,20
235,2019-07-07,0,27
236,2019-07-14,32,23
237,2019-07-21,32,41
238,2019-07-28,50,32
239,2019-08-04,51,35
240,2019-08-11,0,24
241,2019-08-18,8,63
242,2019-08-25,23,42
243,2019-09-01,19,33
244,2019-09-08,36,58
245,2019-09-15,20,51
246,2019-09-22,0,37
247,2019-09-29,16,60
248,2019-10-06,33,64
249,2019-10-13,7,55
250,2019-10-20,10,66
251,2019-10-27,9,42
252,2019-11-03,17,48
253,2019-11-10,28,52
254,2019-11-17,9,55
255,2019-11-24,24,9
256,2019-12-01,20,41
257,2019-12-08,38,46
258,2019-12-15,23,27
259,2019-12-22,6,6
260,2019-12-29,0,37
