,date,Ed Sheeran,Alphabet
0,2015-01-04,29,19
1,2015-01-11,32,19
2,2015-01-18,26,17
3,2015-01-25,39,15
4,2015-02-01,33,18
5,2015-02-08,83,20
6,2015-02-15,77,21
7,2015-02-22,40,18
8,2015-03-01,33,19
9,2015-03-08,25,22
10,2015-03-15,23,18
11,2015-03-22,27,15
12,2015-03-29,27,20
13,2015-04-05,22,23
14,2015-04-12,17,21
15,2015-04-19,12,24
16,2015-04-26,15,23
17,2015-05-03,19,17
18,2015-05-10,24,22
19,2015-05-17,31,15
20,2015-05-24,37,19
21,2015-05-31,36,15
22,2015-06-07,22,13
23,2015-06-14,29,14
24,2015-06-21,16,14
25,2015-06-28,16,10
26,2015-07-05,19,15
27,2015-07-12,16,12
28,2015-07-19,26,20
29,2015-07-26,18,13
30,2015-08-02,21,12
31,2015-08-09,24,38
32,2015-08-16,24,20
33,2015-08-23,17,22
34,2015-08-30,23,28
35,2015-09-06,18,29
36,2015-09-13,22,26
37,2015-09-20,29,21
38,2015-09-27,17,26
39,2015-10-04,18,28
40,2015-10-11,13,24
41,2015-10-18,15,21
42,2015-10-25,16,20
43,2015-11-01,12,22
44,2015-11-08,12,24
45,2015-11-15,15,21
46,2015-11-22,14,20
47,2015-11-29,11,22
48,2015-12-06,9,22
49,2015-12-13,8,22
50,2015-12-20,10,16
51,2015-12-27,14,17
52,2016-01-03,8,16
53,2016-01-10,11,20
54,2016-01-17,9,15
55,2016-01-24,8,20
56,2016-01-31,4,24
57,2016-02-07,10,21
58,2016-02-14,15,16
59,2016-02-21,11,20
60,2016-02-28,7,19
61,2016-03-06,7,18
62,2016-03-13,7,21
63,2016-03-20,9,15
64,2016-03-27,7,20
65,2016-04-03,6,22
66,2016-04-10,6,16
67,2016-04-17,7,21
68,2016-04-24,8,20
69,2016-05-01,5,16
70,2016-05-08,6,17
71,2016-05-15,6,15
72,2016-05-22,3,20
73,2016-05-29,2,24
74,2016-06-05,10,17
75,2016-06-12,6,10
76,2016-06-19,6,19
