,date,Ed Sheeran,Alphabet
0,2015-01-04,39,27
1,2015-01-11,36,30
2,2015-01-18,40,30
3,2015-01-25,41,28
4,2015-02-01,41,28
5,2015-02-08,96,35
6,2015-02-15,57,28
7,2015-02-22,48,29
8,2015-03-01,46,31
9,2015-03-08,39,29
10,2015-03-15,30,22
11,2015-03-22,33,26
12,2015-03-29,30,27
13,2015-04-05,30,28
14,2015-04-12,29,28
15,2015-04-19,21,26
16,2015-04-26,23,29
17,2015-05-03,26,26
18,2015-05-10,27,26
19,2015-05-17,31,26
20,2015-05-24,27,25
21,2015-05-31,31,26
22,2015-06-07,28,23
23,2015-06-14,33,22
24,2015-06-21,34,20
25,2015-06-28,53,20
26,2015-07-05,33,21
27,2015-07-12,29,21
28,2015-07-19,33,25
29,2015-07-26,29,21
30,2015-08-02,33,19
31,2015-08-09,37,54
32,2015-08-16,40,31
33,2015-08-23,33,33
34,2015-08-30,31,38
35,2015-09-06,28,29
36,2015-09-13,52,32
37,2015-09-20,24,32
38,2015-09-27,25,32
39,2015-10-04,21,36
40,2015-10-11,18,35
41,2015-10-18,18,33
42,2015-10-25,17,28
43,2015-11-01,15,31
44,2015-11-08,19,30
45,2015-11-15,15,31
46,2015-11-22,14,27
47,2015-11-29,15,32
48,2015-12-06,12,32
49,2015-12-13,13,28
50,2015-12-20,16,27
51,2015-12-27,12,23
52,2016-01-03,12,23
53,2016-01-10,12,25
54,2016-01-17,12,25
55,2016-01-24,14,28
56,2016-01-31,12,37
57,2016-02-07,12,26
58,2016-02-14,24,26
59,2016-02-21,10,28
60,2016-02-28,9,30
61,2016-03-06,10,22
62,2016-03-13,10,28
63,2016-03-20,10,25
64,2016-03-27,7,19
65,2016-04-03,9,29
66,2016-04-10,9,26
67,2016-04-17,8,23
68,2016-04-24,9,27
69,2016-05-01,9,26
70,2016-05-08,7,26
71,2016-05-15,7,32
72,2016-05-22,7,25
73,2016-05-29,8,22
74,2016-06-05,14,22
75,2016-06-12,7,18
76,2016-06-19,6,19
77,2016-06-26,8,23
78,2016-07-03,6,20
79,2016-07-10,8,20
80,2016-07-17,6,21
81,2016-07-24,7,23
82,2016-07-31,7,28
83,2016-08-07,7,22
84,2016-08-14,6,24
85,2016-08-21,7,34
86,2016-08-28,6,32
87,2016-09-04,7,32
88,2016-09-11,5,31
89,2016-09-18,7,29
90,2016-09-25,6,29
91,2016-10-02,7,25
92,2016-10-09,4,24
93,2016-10-16,7,29
94,2016-10-23,6,28
95,2016-10-30,5,27
96,2016-11-06,5,25
97,2016-11-13,5,32
98,2016-11-20,7,24
99,2016-11-27,7,27
100,2016-12-04,6,28
101,2016-12-11,6,26
102,2016-12-18,6,26
103,2016-12-25,6,22
104,2017-01-01,32,25
105,2017-01-08,33,29
106,2017-01-15,22,28
107,2017-01-22,26,28
108,2017-01-29,26,28
109,2017-02-05,21,26
110,2017-02-12,65,27
111,2017-02-19,34,29
112,2017-02-26,50,28
113,2017-03-05,100,26
114,2017-03-12,85,26
115,2017-03-19,62,26
116,2017-03-26,42,28
117,2017-04-02,36,27
118,2017-04-09,31,26
119,2017-04-16,27,26
120,2017-04-23,29,29
121,2017-04-30,29,30
122,2017-05-07,23,28
123,2017-05-14,25,26
124,2017-05-21,29,30
125,2017-05-28,26,27
126,2017-06-04,30,26
127,2017-06-11,28,25
128,2017-06-18,24,24
129,2017-06-25,29,23
130,2017-07-02,35,19
131,2017-07-09,26,25
132,2017-07-16,85,20
133,2017-07-23,27,23
134,2017-07-30,21,21
135,2017-08-06,21,22
136,2017-08-13,25,26
137,2017-08-20,21,32
138,2017-08-27,30,32
139,2017-09-03,31,31
140,2017-09-10,59,31
141,2017-09-17,44,33
142,2017-09-24,27,32
143,2017-10-01,26,31
144,2017-10-08,24,30
145,2017-10-15,38,30
146,2017-10-22,25,33
147,2017-10-29,22,32
148,2017-11-05,27,33
149,2017-11-12,23,32
150,2017-11-19,19,23
151,2017-11-26,26,29
152,2017-12-03,48,29
153,2017-12-10,48,29
154,2017-12-17,52,27
155,2017-12-24,41,21
156,2017-12-31,40,24
157,2018-01-07,42,29
158,2018-01-14,45,28
159,2018-01-21,56,31
160,2018-01-28,48,36
161,2018-02-04,40,34
162,2018-02-11,45,33
163,2018-02-18,34,31
